#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_EM E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
CLASRP	ENSG00000104859	ENSG00000104859:45570595-45570852:target	0.328720866401;-0.328720866401	0.999999999993;0.999999999993	0.654;0.346	0.975;0.025	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr19	+	45567888-45570595;45570594-45570595	45567601-45567888;45567889-45570594;45570595-45570852	;;	;;	(45567889, 45570594)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/29_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CLASRP
IL6ST	ENSG00000134352	ENSG00000134352:55244726-55244810:source	0.221030611919;-0.221030611919	0.803764930198;0.803764930198	0.500;0.500	0.716;0.284	t|1e1.1o1|i	False	False	False	1	2	1	chr5	-	55244810-55247292;55244810-55244811	55244726-55244810;55244811-55247291;55247292-55247465	;;	;;	(55244811, 55247291)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/67_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#IL6ST
PHKG2	ENSG00000156873	ENSG00000156873:30767503-30767593:source	-0.00341779478006;0.24581270362;-0.190123256381	2.61954457292e-09;0.94864192101;0.61939784756	0.063;0.727;0.210	0.032;0.967;0.025	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr16	+	30767593-30767676;30767593-30767688;30767593-30767594	30767503-30767593;30767594-30767675;30767676-30767841;30767676-30767841	;;;	;;;	(30767594, 30767675)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/90_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PHKG2
NPLOC4	ENSG00000182446	ENSG00000182446:79531935-79532633:target	1.26068477901e-10;0.00333134345266;-6.06852801082e-10;1.26068477901e-10;0.414142186198;-0.405697225109	4.07526477374e-18;2.28913037698e-11;4.07526633048e-18;4.07526477374e-18;0.999999999935;1.0	0.025;0.033;0.025;0.025;0.530;0.421	0.025;0.064;0.025;0.025;0.933;0.025	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e0|i	True	False	True	5	6	1	chr17	-	79531272-79532531;79531005-79532531;79530594-79532531;79527655-79532531;79526442-79532531;79531934-79531935	79523913-79526442;79527588-79527655;79528792-79530594;79530947-79531005;79531239-79531272;79531273-79531934;79531935-79532633	;;;;;;	;;;;;;	(79531273, 79531934)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/119_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#NPLOC4
HIAT1	ENSG00000156875	ENSG00000156875:100544007-100544104:target	0.329748844603;-0.329748844603	1.0;1.0	0.653;0.347	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr1	+	100542833-100544007;100544006-100544007	100542721-100542833;100542834-100544006;100544007-100544104	;;	;;	(100542834, 100544006)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/90_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#HIAT1
HIAT1	ENSG00000156875	ENSG00000156875:100542721-100542833:source	0.271562849025;-0.271562849025	0.999995078628;0.999995078628	0.710;0.290	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr1	+	100542833-100544007;100542833-100542834	100542721-100542833;100542834-100544006;100544007-100544104	;;	;;	(100542834, 100544006)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/90_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#HIAT1
ASH1L	ENSG00000116539	ENSG00000116539:155305059-155307542:source	0.239918662201;-0.0150079194064;5.8890568552e-06;-0.173156163732	0.983528311353;3.59544785622e-17;4.21001855309e-18;0.378366609898	0.739;0.069;0.025;0.194	0.972;0.025;0.025;0.025	t|1e1.1o1|2e1.1o1|3e1.1o1|i	True	True	False	3	2	1	chr1	-	155307542-155307880;155307109-155307880;155305374-155307880;155307542-155307543	155305059-155307542;155307543-155307879;155307880-155308181;155307880-155308181;155307880-155308181	;;;;	;;;;	(155307543, 155307879)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/47_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ASH1L
ASH1L	ENSG00000116539	ENSG00000116539:155307880-155308181:target	0.239094335695;-0.0148150379106;6.1343498788e-06;-0.172278468946	0.983129824488;3.55448160619e-17;4.08838158533e-18;0.361005038638	0.739;0.070;0.025;0.193	0.972;0.025;0.025;0.025	s|1e1.1o3|1e1.2o3|1e1.3o3|i	False	True	False	3	2	1	chr1	-	155307542-155307880;155307109-155307880;155305374-155307880;155307879-155307880	155305059-155307542;155305059-155307542;155305059-155307542;155307543-155307879;155307880-155308181	;;;;	;;;;	(155307543, 155307879)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/47_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ASH1L
CTR9	ENSG00000198730	ENSG00000198730:10784978-10785085:target	0.249320528852;-0.249320528852	0.909075211214;0.909075211214	0.434;0.566	0.677;0.323	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr11	+	10781868-10784978;10783601-10784978	10781720-10781868;10783494-10783601;10784978-10785085	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/131_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CTR9
ADAM17	ENSG00000151694	ENSG00000151694:9633876-9633954:source	0.280986140959;-0.280986140959	0.999964081198;0.999964081198	0.701;0.299	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr2	-	9633954-9634766;9633954-9633955	9633876-9633954;9633955-9634765;9634766-9634896	;;	;;	(9633955, 9634765)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/87_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ADAM17
ADAM17	ENSG00000151694	ENSG00000151694:9634766-9634896:target	0.207745693435;-0.207745693435	0.852561217909;0.852561217909	0.772;0.228	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr2	-	9633954-9634766;9634765-9634766	9633876-9633954;9633955-9634765;9634766-9634896	;;	;;	(9633955, 9634765)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/87_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ADAM17
KIF1C	ENSG00000129250	ENSG00000129250:4924064-4924173:target	-0.193012263353;0.359265314665;-0.140979299996	0.642611029786;0.999930180726;0.0788469043398	0.274;0.563;0.163	0.085;0.913;0.025	t|1e1.2o2|2e2.1o1|i	False	True	True	2	3	1	chr17	+	4923468-4924064;4923973-4924101;4924063-4924064	4923291-4923468;4923787-4923973;4923974-4924063;4924064-4924173	;;;	;;;	(4923974, 4924063)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/58_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#KIF1C
KIF1C	ENSG00000129250	ENSG00000129250:4923787-4923973:source	0.202833721316;-0.202833721316	0.737793041383;0.737793041383	0.777;0.223	0.975;0.025	s|1e1.2o2|i	False	False	False	1	2	1	chr17	+	4923973-4924101;4923973-4923974	4923787-4923973;4923974-4924063;4924064-4924173	;;	;;	(4923974, 4924063)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/58_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#KIF1C
SRPR	ENSG00000182934	ENSG00000182934:126137444-126137607:target	0.213783992395;-0.000327729667039;-0.173328225892	0.836912303248;4.77136876612e-18;0.430166828872	0.479;0.032;0.478	0.687;0.025;0.308	s|1e0|2e1.1o1|2e2.1o1|i	True	False	True	2	3	1	chr11	-	126137230-126137444;126136817-126137444;126137443-126137444	126136658-126136817;126137069-126137230;126137231-126137443;126137444-126137607	;;;	;;;	(126137231, 126137443)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/119_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SRPR
SRPR	ENSG00000182934	ENSG00000182934:126136658-126136817:source	-4.02275859877e-06;0.213134474463;-0.182577720764	4.08380892257e-18;0.868205291781;0.547972607432	0.025;0.514;0.453	0.025;0.722;0.275	t|1e1.2o2|1e2.1o2|i	False	False	True	2	3	1	chr11	-	126136817-126137444;126136817-126137070;126136817-126136818	126136658-126136817;126136818-126137068;126137069-126137230;126137444-126137607	;;;	;;;	(126136818, 126137068)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/119_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SRPR
HPS1	ENSG00000107521	ENSG00000107521:100189548-100189646:source	0.222167613982;-0.222167613982	0.949696629582;0.949696629582	0.758;0.242	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr10	-	100189646-100190328;100189646-100189647	100189548-100189646;100189647-100190327;100190328-100190537	;;	;;	(100189647, 100190327)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/34_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#HPS1
RANBP1	ENSG00000099901	ENSG00000099901:20113826-20114150:source	0.122255374792;0.0802227952648;-0.252693670312	0.242793368821;0.108947953725;0.99881452416	0.361;0.368;0.271	0.507;0.492;0.025	s|1e1.1o2|1e1.2o2|2e0|i	True	True	False	2	2	1	chr22	+	20113891-20114475;20113891-20114478;20114150-20114151	20113826-20114150;20114151-20114474;20114475-20114878;20114475-20114878	;;;	;;;	(20114151, 20114474)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/21_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#RANBP1
RANBP1	ENSG00000099901	ENSG00000099901:20111662-20113011:source	0.358872759303;-0.358872759303	0.999999986899;0.999999986899	0.625;0.375	0.975;0.025	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr22	+	20112959-20113826;20113011-20113012	20111662-20113011;20113012-20113700;20113826-20114150	;;	;;	(20113012, 20113700)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/21_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#RANBP1
RANBP1	ENSG00000099901	ENSG00000099901:20114475-20114878:target	0.209325990278;0.191366767997;-0.379511379781	0.73090476163;0.604644597885;1.0	0.301;0.304;0.395	0.505;0.493;0.025	t|1e1.1o2|2e1.1o2|i	True	True	False	2	2	1	chr22	+	20113891-20114475;20113891-20114478;20114474-20114475	20113826-20114150;20113826-20114150;20114151-20114474;20114475-20114878	;;;	;;;	(20114151, 20114474)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/21_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#RANBP1
PLRG1	ENSG00000171566	ENSG00000171566:155461937-155462088:source	0.329456113146;0.0019962032799;-0.322995570444	0.999994660781;1.95974058975e-11;0.999999999932	0.625;0.027;0.340	0.946;0.052;0.025	t|1e0|2e1.2o3|2e2.1o1|i	False	True	True	2	3	1	chr4	-	155462086-155463339;155462086-155462494;155462088-155462089	155461937-155462088;155462089-155462493;155462494-155462504;155463110-155463431	;;;	;;;	(155462089, 155462493)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/109_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PLRG1
PLRG1	ENSG00000171566	ENSG00000171566:155463110-155463431:target	0.295546017679;-0.295546017679	0.999999922587;0.999999922587	0.687;0.313	0.975;0.025	s|1e0|2e1.2o2|3e0|i	True	False	False	1	2	1	chr4	-	155462086-155463339;155463109-155463110	155461937-155462088;155462505-155463109;155463110-155463431	;;	;;	(155462505, 155463109)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/109_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PLRG1
PCNXL3	ENSG00000197136	ENSG00000197136:65385082-65385177:target	-0.376236580058;0.376236580058	0.999999999779;0.999999999779	0.975;0.025	0.608;0.392	t|1e1.1o1|i	False	False	False	1	2	1	chr11	+	65384980-65385082;65385081-65385082	65384941-65384980;65384981-65385081;65385082-65385177	;;	;;	(65384981, 65385081)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/127_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PCNXL3
PCNXL3	ENSG00000197136	ENSG00000197136:65384941-65384980:source	-0.322334921029;0.322334921029	0.999986711904;0.999986711904	0.975;0.025	0.661;0.339	s|1e1.1o1|i	False	False	False	1	2	1	chr11	+	65384980-65385082;65384980-65384981	65384941-65384980;65384981-65385081;65385082-65385177	;;	;;	(65384981, 65385081)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/127_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PCNXL3
PIGS	ENSG00000087111	ENSG00000087111:26898067-26898206:source	4.6705828433e-07;0.594635997202;-0.593700515158	2.85642726363e-15;1.0;1.0	0.025;0.395;0.604	0.025;0.975;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr17	-	26898206-26898568;26898206-26898481;26898206-26898207	26898067-26898206;26898207-26898480;26898481-26898558;26898568-26898890	;;;	;;;	(26898207, 26898480)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/17_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PIGS
HUWE1	ENSG00000086758	ENSG00000086758:53571521-53571723:source	0.321253629066;-0.321253629066	0.999997750261;0.999997750261	0.662;0.338	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chrX	-	53571723-53571990;53571723-53571724	53571521-53571723;53571724-53571989;53571990-53572122	;;	;;	(53571724, 53571989)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/17_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#HUWE1
HUWE1	ENSG00000086758	ENSG00000086758:53571521-53571723:target	0.258689344006;-0.258689344006	0.997028775171;0.997028775171	0.723;0.277	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chrX	-	53570929-53571521;53571520-53571521	53570671-53570929;53570930-53571520;53571521-53571723	;;	;;	(53570930, 53571520)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/17_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#HUWE1
HUWE1	ENSG00000086758	ENSG00000086758:53571990-53572122:target	0.257261298231;-0.00291702159697;-0.20119793516	0.949169037648;5.46483766654e-05;0.818970557051	0.431;0.348;0.221	0.682;0.317;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chrX	-	53571723-53571990;53570929-53571990;53571989-53571990	53570671-53570929;53571521-53571723;53571724-53571989;53571990-53572122	;;;	;;;	(53571724, 53571989)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/17_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#HUWE1
ATXN7	ENSG00000163635	ENSG00000163635:63965591-63966339:target	0.262891871396;-0.26345520379;7.34968231193e-13	0.974318920484;0.975203189966;4.07526450571e-18	0.330;0.669;0.025	0.587;0.412;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr3	+	63938159-63965591;63953651-63965591;63954138-63965591	63938055-63938159;63953420-63953651;63954045-63954138;63965591-63966339	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/98_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ATXN7
ATXN7	ENSG00000163635	ENSG00000163635:63983199-63983363:source	0.258846013038;-6.81868197356e-07;-0.232319198461	0.999840818814;4.07697707553e-18;0.990724458246	0.723;0.025;0.252	0.975;0.025;0.025	s|1e0|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr3	+	63983363-63985126;63983363-63985132;63983363-63983364	63983199-63983363;63983364-63985125;63985126-63989138;63985126-63989138	;;;	;;;	(63983364, 63985125)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/98_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ATXN7
STXBP2	ENSG00000076944	ENSG00000076944:7706920-7707004:target	4.8739593511e-09;0.546870937383;-0.542132313405	4.07527492614e-18;1.0;1.0	0.025;0.442;0.554	0.025;0.975;0.025	t|1e1.1o2|1e2.1o2|i	False	False	True	2	3	1	chr19	+	7705889-7706920;7706739-7706920;7706919-7706920	7705786-7705891;7706591-7706799;7706800-7706919;7706920-7707004	;;;	;;;	(7706800, 7706919)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/13_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#STXBP2
STXBP2	ENSG00000076944	ENSG00000076944:7707869-7707934:source	0.302268264702;0.00903009417564;-0.320549929305	0.999933750786;2.6055253802e-10;0.999999999999	0.618;0.037;0.338	0.912;0.087;0.025	s|1e1.1o1|1e2.5o5|i	False	False	True	2	3	1	chr19	+	7707934-7708051;7707934-7709500;7707934-7707935	7707869-7707934;7707935-7708050;7708051-7708096;7709235-7709638	;;;	;;;	(7707935, 7708050)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/13_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#STXBP2
STXBP2	ENSG00000076944	ENSG00000076944:7712611-7712759:target	-2.278792408e-06;0.418977011621;-0.394441078251	4.08012393501e-18;1.0;1.0	0.025;0.566;0.410	0.025;0.975;0.025	t|1e1.1o1|1e2.2o2|i	False	False	True	2	3	1	chr19	+	7712133-7712611;7712397-7712611;7712610-7712611	7711941-7712133;7712240-7712397;7712398-7712610;7712611-7712759	;;;	;;;	(7712398, 7712610)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/13_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#STXBP2
STXBP2	ENSG00000076944	ENSG00000076944:7707869-7707934:target	0.259287658696;-0.259287658696	0.9995219771;0.9995219771	0.722;0.278	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr19	+	7707709-7707869;7707868-7707869	7707652-7707709;7707710-7707868;7707869-7707934	;;	;;	(7707710, 7707868)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/13_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#STXBP2
STXBP2	ENSG00000076944	ENSG00000076944:7708051-7708096:target	0.48437966613;-0.48437966613	1.0;1.0	0.503;0.497	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr19	+	7707934-7708051;7708050-7708051	7707869-7707934;7707935-7708050;7708051-7708096	;;	;;	(7707935, 7708050)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/13_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#STXBP2
STXBP2	ENSG00000076944	ENSG00000076944:7706591-7706799:source	0.279554602267;-0.279554602267	0.999984865132;0.999984865132	0.702;0.298	0.975;0.025	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr19	+	7706739-7706920;7706799-7706800	7706591-7706799;7706800-7706919;7706920-7707004	;;	;;	(7706800, 7706919)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/13_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#STXBP2
STXBP2	ENSG00000076944	ENSG00000076944:7712240-7712397:source	0.357138488017;-0.357138488017	1.0;1.0	0.627;0.373	0.975;0.025	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr19	+	7712397-7712611;7712397-7712398	7712240-7712397;7712398-7712610;7712611-7712759	;;	;;	(7712398, 7712610)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/13_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#STXBP2
HAUS7	ENSG00000213397	ENSG00000213397:152719852-152719966:source	-0.225567800704;0.225567800704	0.781454526326;0.781454526326	0.471;0.529	0.244;0.756	t|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chrX	-	152719966-152721000;152719966-152720335	152719852-152719966;152720335-152720601;152720923-152721224	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/135_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#HAUS7
ELP2	ENSG00000134759	ENSG00000134759:33709834-33710034:source	0.236078938531;-0.236078938531	0.921345426267;0.921345426267	0.627;0.373	0.857;0.143	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr18	+	33710034-33713201;33710034-33716270	33709834-33710034;33713201-33713279;33716270-33716595	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/67_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ELP2
ELP2	ENSG00000134759	ENSG00000134759:33724902-33725321:source	0.227360439857;-0.00103756038273;-0.193035404769	0.894865528823;4.76380741115e-09;0.70415888777	0.721;0.069;0.213	0.943;0.055;0.025	s|1e1.1o1|1e2.1o1|2e0|i	True	False	True	2	3	1	chr18	+	33724997-33725911;33724997-33726213;33725321-33725322	33724902-33725321;33725322-33725910;33725911-33726011;33726213-33726344	;;;	;;;	(33725322, 33725910)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/67_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ELP2
ELP2	ENSG00000134759	ENSG00000134759:33716270-33716595:target	-0.27684527256;0.27684527256	0.996052490868;0.996052490868	0.432;0.568	0.162;0.838	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr18	+	33710034-33716270;33713279-33716270	33709834-33710034;33713201-33713279;33716270-33716595	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/67_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ELP2
ELP2	ENSG00000134759	ENSG00000134759:33725911-33726011:target	-0.0174635355863;0.237131020938;-0.140456883259	0.000372954814292;0.915199715871;0.0327223471955	0.168;0.671;0.162	0.096;0.902;0.025	t|1e1.4o4|1e2.1o2|i	False	False	True	2	3	1	chr18	+	33722929-33725911;33724997-33725911;33725910-33725911	33722789-33722929;33724902-33725321;33725322-33725910;33725911-33726011	;;;	;;;	(33725322, 33725910)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/67_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ELP2
ZNF335	ENSG00000198026	ENSG00000198026:44599849-44600099:source	0.714574604176;-0.714574604176	1.0;1.0	0.278;0.722	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr20	-	44600099-44600761;44600099-44600100	44599849-44600099;44600100-44600760;44600761-44600833	;;	;;	(44600100, 44600760)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/129_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ZNF335
LCAT	ENSG00000213398	ENSG00000213398:67976959-67977528:target	0.276463364934;-0.276463364934	0.995775076444;0.995775076444	0.705;0.295	0.975;0.025	s|1e1.1o3|i	False	False	False	1	2	1	chr16	-	67976879-67976959;67976958-67976959	67976764-67976879;67976880-67976958;67976959-67977528	;;	;;	(67976880, 67976958)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/135_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#LCAT
LCAT	ENSG00000213398	ENSG00000213398:67976764-67976879:source	0.23204500389;-0.23204500389	0.925362415404;0.925362415404	0.749;0.251	0.975;0.025	t|1e1.1o1|2e0|3e0|i	False	True	False	1	2	1	chr16	-	67976879-67976959;67976879-67976880	67976764-67976879;67976880-67976958;67976959-67977528	;;	;;	(67976880, 67976958)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/135_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#LCAT
PPHLN1	ENSG00000134283	ENSG00000134283:42778742-42778798:target	0.237550885176;-0.237550885176	0.999489721472;0.999489721472	0.743;0.257	0.975;0.025	t|1e1.3o4|i	False	False	False	1	2	1	chr12	+	42768876-42778742;42778741-42778742	42768758-42769100;42772995-42778741;42778742-42778798	;;	;;	(42772995, 42778741)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/66_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PPHLN1
