#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th2_e_A E(PSI)	Th17_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
R3HDM2	ENSG00000179912	ENSG00000179912:57689182-57689377:target	-0.321746076568;-8.4130244353e-05;0.00192372888404;0.289837187235	0.903479145191;2.88989250135e-07;0.00045762873281;0.882859124834	0.888;0.032;0.034;0.055	0.558;0.026;0.085;0.351	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o2	False	True	True	4	4	0	chr12	-	57686450-57689182;57686432-57689182;57682823-57689182;57677839-57689182	57677607-57677839;57682792-57682823;57686355-57686450;57686355-57686450;57689182-57689377	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/27_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#R3HDM2
SPPL2B	ENSG00000005206	ENSG00000005206:2352944-2353565:target	0.21385426289;-0.21385426289	0.628734032695;0.628734032695	0.543;0.457	0.825;0.175	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr19	+	2351592-2352944;2351655-2352944	2351432-2351592;2351618-2351655;2352944-2353565	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/0_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SPPL2B
SMC2	ENSG00000136824	ENSG00000136824:106857580-106857833:target	6.65863619427e-06;6.65863619427e-06;-0.0333364988976;0.000189049484093;-0.232873954567;-6.59813551994e-07;-7.71761979019e-07;0.406672552561	8.16424277576e-08;8.16424277576e-08;0.038199172142;0.00249472077882;0.760195263007;8.17178674244e-08;8.17193977453e-08;0.983613603552	0.025;0.025;0.164;0.299;0.347;0.026;0.026;0.161	0.026;0.026;0.042;0.304;0.084;0.026;0.026;0.560	t|1e1.2o3|1e2.3o3|2e1.1o3|2e1.2o3|2e1.3o3|2e2.1o3|2e2.2o3|2e2.3o3	True	True	True	8	3	1	chr9	+	106856758-106857580;106857119-106857580;106856729-106857605;106856758-106857605;106856767-106857605;106856965-106857605;106857086-106857605;106857119-106857605	106856541-106856767;106856541-106856767;106856541-106856767;106856541-106856767;106856831-106857119;106856831-106857119;106856831-106857119;106856831-106857119;106857580-106857833	;;;;;;;;	;;;;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/15_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SMC2
SLC35D2	ENSG00000130958	ENSG00000130958:99114320-99114391:source	-0.360820229146;-5.59390749747e-05;0.369144907654	0.954578641601;1.1678720576e-05;0.980609910607	0.960;0.031;0.031	0.598;0.026;0.394	t|1e1.1o1|1e2.1o1|2e3.1o1	False	True	True	3	4	1	chr9	-	99114391-99122436;99114391-99119693;99114390-99118866	99114320-99114391;99118866-99118983;99119693-99119833;99122436-99122503	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/13_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SLC35D2
MAP3K7	ENSG00000135341	ENSG00000135341:91271341-91271386:target	-0.202035305236;0.202035305236	0.659795961476;0.659795961476	0.266;0.734	0.038;0.962	s|1e1.1o2|1e1.2o2	False	True	False	2	2	1	chr6	-	91269953-91271341;91269933-91271341	91269795-91269953;91269795-91269953;91271341-91271386	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/15_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MAP3K7
SYNE1	ENSG00000131018	ENSG00000131018:152464758-152464900:source	-0.333450908175;0.333450908175	0.931229287675;0.931229287675	0.737;0.263	0.401;0.599	t|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chr6	-	152464900-152469180;152464900-152466622	152464758-152464900;152466622-152468898;152469019-152469513	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/13_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SYNE1
STRA13	ENSG00000169689	ENSG00000169689:79977734-79977785:source	9.53730668637e-05;0.397536396388;-0.425266854358	6.08726236618e-05;0.838489026727;0.884027451403	0.028;0.429;0.560	0.036;0.875;0.103	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr17	-	79977785-79981941;79977785-79980702;79977785-79980515	79977734-79977785;79980515-79980697;79980702-79980794;79981941-79981983	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/24_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#STRA13
EHMT1	ENSG00000181090	ENSG00000181090:140638516-140638542:source	6.42157167531e-06;0.235464805755;-0.239914194801	1.36602118575e-08;0.803514864778;0.826014571926	0.025;0.713;0.282	0.026;0.957;0.038	s|1e1.1o1|1e2.1o1|1e3.1o2	False	False	True	3	4	1	chr9	+	140638542-140639925;140638542-140646783;140638542-140648623	140638516-140638542;140639925-140640054;140646783-140646860;140648623-140648743	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/28_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#EHMT1
EHMT1	ENSG00000181090	ENSG00000181090:140648623-140648743:target	-0.282780618389;0.282780618389	0.91055551258;0.91055551258	0.327;0.673	0.044;0.956	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	1	chr9	+	140638542-140648623;140646860-140648623	140638516-140638542;140646783-140646860;140648623-140648743	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/28_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#EHMT1
CCDC88B	ENSG00000168071	ENSG00000168071:64111469-64112629:target	-0.250976244715;0.250976244715	0.81587394501;0.81587394501	0.932;0.068	0.672;0.328	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr11	+	64111386-64111469;64111468-64111469	64111250-64111386;64111387-64111468;64111469-64112629	;;	;;	(64111387, 64111468)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/24_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CCDC88B
TRIM24	ENSG00000122779	ENSG00000122779:138252226-138252399:target	-0.233715676275;0.231823225116;-6.66702068543e-06	0.665254838747;0.656901550526;5.31843479608e-07	0.435;0.556;0.027	0.132;0.860;0.026	t|1e1.1o2|1e1.2o2|1e2.1o1	True	False	True	3	3	0	chr7	+	138239609-138252226;138239711-138252226;138241143-138252226	138239443-138239711;138239443-138239711;138241014-138241143;138252226-138252399	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/11_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TRIM24
TRIM24	ENSG00000122779	ENSG00000122779:138239443-138239711:source	-0.217971060871;-5.32828917965e-06;0.215819564731	0.625153288576;5.01780242546e-07;0.616402480398	0.432;0.027;0.559	0.136;0.026;0.856	s|1e2.1o1|2e1.1o1|2e2.1o1	True	True	True	3	3	0	chr7	+	138239609-138252226;138239711-138241014;138239711-138252226	138239443-138239711;138241014-138241143;138252226-138252399;138252226-138252399	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/11_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TRIM24
KIFC2	ENSG00000167702	ENSG00000167702:145697960-145698089:source	0.202544097256;-0.202544097256	0.621883881615;0.621883881615	0.422;0.578	0.687;0.313	s|1e1.1o1|i	False	False	False	1	2	1	chr8	+	145698089-145698178;145698089-145698090	145697960-145698089;145698090-145698177;145698178-145698434	;;	;;	(145698090, 145698177)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/24_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#KIFC2
HCFC1R1	ENSG00000103145	ENSG00000103145:3073234-3073413:source	-0.00531376839493;0.207514876413;-0.0787586983146;0.00044585998043	9.74823804947e-05;0.725352308188;0.222106366315;7.51369261863e-06	0.078;0.030;0.798;0.097	0.025;0.234;0.642;0.111	t|1e1.1o1|2e1.1o1|2e2.1o1|i	True	True	True	3	3	1	chr16	-	3073413-3073848;3073362-3073848;3073362-3073475;3073413-3073414	3073234-3073413;3073414-3073474;3073475-3073531;3073848-3074133;3073848-3074133	;;;;	;;;;	(3073414, 3073474)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/6_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#HCFC1R1
FGFR1OP2	ENSG00000111790	ENSG00000111790:27113929-27116388:target	9.00889395738e-06;0.250470941113;-0.254887395899	2.1551833623e-08;0.86621319971;0.888486452486	0.025;0.705;0.292	0.026;0.956;0.038	t|1e0|2e1.1o1|2e2.1o2|2e3.1o2	False	True	True	3	4	1	chr12	+	27091643-27116275;27110676-27116275;27113561-27116275	27091316-27091643;27110534-27110904;27113448-27113779;27113929-27116388	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/8_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FGFR1OP2
CLIP1	ENSG00000130779	ENSG00000130779:122825300-122828591:source	0.276277002888;-0.276277002888	0.782049374605;0.782049374605	0.577;0.423	0.895;0.105	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chr12	-	122826244-122837273;122826244-122831922	122825300-122828591;122831922-122832026;122837273-122837333	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/13_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CLIP1
DNASE1	ENSG00000213918	ENSG00000213918:3706071-3706186:target	-0.327897538608;0.289363236951;0.000158246695665	0.901190528044;0.835347924656;1.71042921331e-06	0.867;0.126;0.026	0.529;0.439;0.037	t|1e0|2e1.1o1|2e2.1o3|2e2.2o3|3e0|4e0	True	True	True	3	3	0	chr16	+	3705521-3706103;3705938-3706103;3705967-3706103	3705374-3705521;3705850-3706057;3705850-3706057;3706071-3706186	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/32_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#DNASE1
C3orf17	ENSG00000163608	ENSG00000163608:112732796-112732879:source	-0.200732456927;0.200732456927	0.56382554388;0.56382554388	0.475;0.525	0.178;0.822	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	-	112732879-112738389;112732879-112736295	112732796-112732879;112736295-112736449;112738389-112738708	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/22_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#C3orf17
SLC25A16	ENSG00000122912	ENSG00000122912:70276508-70276600:source	-0.564261258732;0.564261258732	0.999243048604;0.999243048604	0.906;0.094	0.355;0.645	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr10	-	70276600-70287003;70276600-70276841	70276508-70276600;70276841-70277975;70287003-70287231	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/11_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SLC25A16
DROSHA	ENSG00000113360	ENSG00000113360:31515561-31515671:source	0.281486477779;-0.281486477779	0.750228964615;0.750228964615	0.124;0.876	0.463;0.537	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr5	-	31515671-31526186;31515671-31521230	31515561-31515671;31521230-31521322;31526186-31526527	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/9_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#DROSHA
AFTPH	ENSG00000119844	ENSG00000119844:64806620-64806680:source	-0.262672631954;0.262672631954	0.859895012753;0.859895012753	0.297;0.703	0.034;0.966	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr2	+	64806680-64808324;64806680-64812556	64806620-64806680;64808324-64808407;64812556-64812679	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/10_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#AFTPH
RPLP0	ENSG00000089157	ENSG00000089157:120636657-120636803:target	4.08301269914e-06;1.02564295746e-09;1.0446853021e-09;-1.28179647517e-07;1.90211608695e-07;-0.129550983213;1.76152882673e-07;-0.00137717899174;0.209575193431;1.29744597884e-07	4.99033783316e-16;1.69548536717e-18;1.69548531716e-18;1.69582471093e-18;3.563421285e-18;0.382672479054;3.18292861727e-18;2.2707970847e-07;0.705769649085;3.6313585131e-18	0.025;0.025;0.025;0.025;0.025;0.540;0.025;0.102;0.303;0.025	0.025;0.025;0.025;0.025;0.025;0.374;0.025;0.070;0.517;0.025	s|1e0|2e0|3e0|4e0|5e1.2o2|5e2.1o2|6e0|7e2.2o2|8e1.1o2|8e1.2o2|8e2.1o2|8e3.2o3|8e3.3o3|8e4.2o3|i	True	True	True	9	5	1	chr12	-	120636573-120636698;120636542-120636698;120636527-120636661;120636602-120636657;120636573-120636657;120636542-120636657;120636437-120636657;120636434-120636657;120635265-120636657;120636656-120636657	120635125-120635611;120636161-120636446;120636161-120636446;120636483-120636542;120636483-120636542;120636483-120636542;120636548-120636602;120636548-120636602;120636548-120636602;120636603-120636656;120636657-120636803	;;;;;;;;;;	;;;;;;;;;;	(120636603, 120636656)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/4_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RPLP0
C17orf62	ENSG00000178927	ENSG00000178927:80406730-80407196:source	0.300230896529;-1.66167851469e-06;-0.00183167378802;-1.66167851469e-06;-0.138063095603	0.854710061086;1.02006796701e-08;0.000197125138259;1.02006796701e-08;0.418186582167	0.169;0.025;0.074;0.025;0.748	0.490;0.025;0.025;0.025;0.499	t|1e0|2e1.1o1|2e2.1o2|2e2.2o2|2e3.1o1|2e4.2o2	True	True	True	5	5	0	chr17	-	80407168-80408576;80407168-80408409;80407168-80408356;80407168-80408075;80407168-80407307	80406730-80407196;80407307-80407602;80408075-80408154;80408356-80408546;80408356-80408546;80408576-80408705	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/27_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#C17orf62
MIB2	ENSG00000197530	ENSG00000197530:1560467-1560565:source	-0.211634667517;0.211634667517	0.689074733503;0.689074733503	0.951;0.049	0.699;0.301	s|1e1.1o1|i	False	False	False	1	2	1	chr1	+	1560565-1560666;1560565-1560566	1560467-1560565;1560566-1560665;1560666-1560808	;;	;;	(1560566, 1560665)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/31_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MIB2
MIB2	ENSG00000197530	ENSG00000197530:1565019-1565084:target	-0.00025899995858;-0.193487529463;0.270368452186	7.75357604013e-06;0.626107844101;0.888504140332	0.042;0.926;0.039	0.026;0.682;0.311	t|1e1.3o3|1e2.2o2|i	False	False	True	2	3	1	chr1	+	1564691-1565019;1564946-1565019;1565018-1565019	1564414-1564691;1564853-1564946;1564947-1565018;1565019-1565084	;;;	;;;	(1564947, 1565018)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/31_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MIB2
STRBP	ENSG00000165209	ENSG00000165209:125909134-125909333:target	-0.224161798563;0.224161798563	0.777078406158;0.777078406158	0.974;0.026	0.754;0.246	s|1e1.1o1|1e2.1o2	False	False	True	2	3	1	chr9	-	125901966-125909134;125898794-125909134	125898660-125898794;125901808-125901966;125909134-125909333	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/23_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#STRBP
ORC3	ENSG00000135336	ENSG00000135336:88311502-88311599:target	0.367095024274;-0.367095024274	0.921345025432;0.921345025432	0.590;0.410	0.965;0.035	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr6	+	88304125-88311502;88304331-88311502	88304071-88304125;88304245-88304331;88311502-88311599	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/15_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ORC3
PLEKHM2	ENSG00000116786	ENSG00000116786:16058845-16059024:source	0.209687239725;-0.209687239724	0.720626744338;0.720626744338	0.765;0.235	0.972;0.028	s|1e1.1o1|i	False	False	False	1	2	1	chr1	+	16059024-16059107;16059024-16059025	16058845-16059024;16059025-16059106;16059107-16059223	;;	;;	(16059025, 16059106)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/10_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PLEKHM2
CHD3	ENSG00000170004	ENSG00000170004:7797123-7797253:source	0.361746956845;-0.361746956845	0.994636608933;0.994636608933	0.539;0.461	0.892;0.108	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr17	+	7797253-7797433;7797253-7797445	7797123-7797253;7797433-7797583;7797433-7797583	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/25_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CHD3
CCDC25	ENSG00000147419	ENSG00000147419:27610029-27610106:source	0.290610545264;-0.290610545264	0.88481920832;0.88481920832	0.088;0.912	0.385;0.615	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chr8	-	27610104-27619936;27610104-27614236	27610029-27610106;27614236-27614287;27619936-27619975	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/18_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CCDC25
CCDC25	ENSG00000147419	ENSG00000147419:27619936-27619975:target	-0.226364235351;0.226364235351	0.669656088738;0.669656088738	0.868;0.132	0.580;0.420	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr8	-	27614287-27619936;27610104-27619936	27610029-27610106;27614236-27614287;27619936-27619975	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/18_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CCDC25
GBP2	ENSG00000162645	ENSG00000162645:89571815-89572735:source	0.00254485873231;0.252928411542;-1.08669640951e-05;-0.312509966011	0.000324812394577;0.849819637944;1.16229446636e-07;0.919083978615	0.042;0.041;0.026;0.917	0.094;0.302;0.025;0.600	t|1e1.1o1|1e2.2o4|1e2.3o4|i	True	False	True	3	3	1	chr1	-	89572735-89575360;89572735-89573706;89572735-89573701;89572735-89572736	89571815-89572735;89572736-89573682;89573683-89573974;89573683-89573974;89575360-89575553	;;;;	;;;;	(89572736, 89573682)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/21_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#GBP2
GBP2	ENSG00000162645	ENSG00000162645:89573683-89573974:target	0.312851221441;-1.51785445084e-05;-0.307554129344	0.939466718157;3.07644379355e-07;0.919871733587	0.044;0.027;0.947	0.357;0.026;0.636	s|1e0|2e1.1o1|3e1.1o1|4e0|i	True	True	False	2	2	1	chr1	-	89572735-89573706;89572735-89573701;89573682-89573683	89571815-89572735;89571815-89572735;89572736-89573682;89573683-89573974	;;;	;;;	(89572736, 89573682)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/21_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#GBP2
TTI2	ENSG00000129696	ENSG00000129696:33367264-33367450:target	-0.207056473039;0.207056473039	0.642973971567;0.642973971567	0.968;0.032	0.729;0.271	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr8	-	33364839-33367264;33361453-33367264	33361266-33361453;33364747-33364839;33367264-33367450	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/13_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TTI2
C1orf52	ENSG00000162642	ENSG00000162642:85724207-85724405:source	-0.362175195919;0.362175195919	0.976127788655;0.976127788655	0.952;0.048	0.596;0.404	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr1	-	85724405-85725041;85724405-85724618	85724207-85724405;85724618-85724744;85725041-85725355	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/21_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#C1orf52
REC8	ENSG00000100918	ENSG00000100918:24641676-24641817:target	0.241572240919;0.00426974186849;-0.423938525029	0.652516622513;0.00273968197937;0.975153577016	0.471;0.027;0.519	0.797;0.103;0.100	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr14	+	24641574-24641676;24641574-24641701;24641675-24641676	24641062-24641574;24641062-24641574;24641575-24641675;24641676-24641817	;;;	;;;	(24641575, 24641675)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/5_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#REC8
EXOC7	ENSG00000182473	ENSG00000182473:74085256-74085889:target	-0.269177932961;0.269177932961	0.901976379302;0.901976379302	0.297;0.703	0.032;0.968	s|1e1.2o2|2e2.1o1	True	False	True	2	3	1	chr17	-	74085401-74085756;74085004-74085256	74084852-74085004;74085256-74085889	;	;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/28_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#EXOC7
EXOC7	ENSG00000182473	ENSG00000182473:74085256-74085889:source	0.485722061101;-0.0020613081062;-0.206001301818;-0.187760178377	0.999896220748;0.000380197883034;0.693099044228;0.57229921949	0.340;0.122;0.322;0.215	0.814;0.072;0.095;0.027	t|1e0|2e1.1o2|2e2.1o1|2e3.1o1|2e4.1o2	False	True	True	4	5	1	chr17	-	74085401-74090495;74085401-74087224;74085401-74086410;74085401-74085756	74085256-74085889;74086410-74086562;74087224-74087316;74088396-74090570	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/28_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#EXOC7
EXOC7	ENSG00000182473	ENSG00000182473:74088396-74090570:target	-0.300585523854;-3.08792217442e-05;0.308509874114;-1.21717967273e-06	0.881870797358;1.33893215452e-08;0.895254470155;9.12389712439e-11	0.600;0.029;0.375;0.025	0.290;0.026;0.691;0.025	s|1e1.1o1|1e2.2o2|1e3.2o2|1e4.1o1|2e0	True	False	True	4	5	0	chr17	-	74087316-74090495;74086478-74090495;74085401-74090495;74085004-74090495	74084852-74085004;74085256-74085889;74086410-74086562;74087224-74087316;74088396-74090570	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/28_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#EXOC7
XXYLT1	ENSG00000173950	ENSG00000173950:194947438-194947585:target	-4.53029377389e-05;0.26747428422;-0.238548642188	1.31003138263e-05;0.830329615981;0.728737007166	0.031;0.031;0.959	0.027;0.316;0.674	s|1e0|2e1.1o1|2e2.1o2|2e3.1o1	True	False	True	3	4	1	chr3	-	194928227-194947438;194901244-194947438;194877310-194947438	194877178-194877310;194901120-194901244;194928154-194928227;194947438-194947585	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/26_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#XXYLT1
HAGH	ENSG00000063854	ENSG00000063854:1876713-1876842:target	0.215177276187;-0.215177276187	0.717299121033;0.717299121033	0.049;0.951	0.276;0.724	s|1e1.1o2|1e2.1o2	False	False	True	2	3	0	chr16	-	1876603-1876713;1873038-1876713	1872866-1873038;1876508-1876603;1876713-1876842	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/2_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#HAGH
JAK2	ENSG00000096968	ENSG00000096968:5054563-5054884:source	-0.223404312917;0.223404312917	0.676380499038;0.676380499038	0.379;0.621	0.098;0.902	s|1e1.1o1|2e1.1o1	True	True	False	2	2	1	chr9	+	5054789-5055669;5054884-5055669	5054563-5054884;5055669-5055788;5055669-5055788	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/4_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#JAK2
SHC1	ENSG00000160691	ENSG00000160691:154938422-154938556:source	0.305465095207;-0.312473635267;2.6124916606e-05	0.918536020703;0.934445073301;8.41215992762e-09	0.482;0.501;0.026	0.789;0.190;0.028	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr1	-	154938556-154938638;154938553-154938638;154938556-154938557	154938422-154938556;154938557-154938637;154938638-154938707;154938638-154938707	;;;	;;;	(154938557, 154938637)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/20_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SHC1
