#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th17_p_A E(PSI)	Th17_p_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
CFLAR	ENSG00000003402	ENSG00000003402:202000921-202004600:target	-0.194315474573;-0.000493728067781;0.2640908125	0.652469599078;1.1029429437e-05;0.916301633785	0.921;0.044;0.039	0.696;0.025;0.300	t|1e1.1o1|2e2.3o4|i	False	True	True	2	3	1	chr2	+	202000830-202000921;202001726-202001763;202000920-202000921	202000695-202000830;202000831-202000920;202000921-202004600	;;	;;	(202000831, 202000920)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/0_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CFLAR
DEF6	ENSG00000023892	ENSG00000023892:35279991-35280315:source	-0.304691746078;0.304691746078	0.99613704837;0.99613704837	0.975;0.025	0.677;0.323	s|1e1.1o1|i	False	False	False	1	2	1	chr6	+	35280315-35280403;35280315-35280316	35279991-35280315;35280316-35280402;35280403-35280549	;;	;;	(35280316, 35280402)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/2_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#DEF6
TTC37	ENSG00000198677	ENSG00000198677:94852229-94852290:source	-0.258749876722;0.258749876722	0.867348862633;0.867348862633	0.971;0.029	0.711;0.289	t|1e1.1o1|i	False	False	False	1	2	1	chr5	-	94852290-94852376;94852290-94852291	94852229-94852290;94852291-94852375;94852376-94852472	;;	;;	(94852291, 94852375)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/56_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TTC37
UQCRC2	ENSG00000140740	ENSG00000140740:21968556-21968639:source	-0.220012017284;0.220012017284	0.688931140595;0.688931140595	0.975;0.025	0.757;0.243	s|1e1.1o1|i	False	False	False	1	2	1	chr16	+	21968639-21968738;21968639-21968640	21968556-21968639;21968640-21968737;21968738-21968887	;;	;;	(21968640, 21968737)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/32_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#UQCRC2
ZC3H11A	ENSG00000058673	ENSG00000058673:203765421-203765916:source	-0.446229941491;0.000817814780874;0.409423382229	0.998830101097;3.22586811196e-05;0.999839724441	0.945;0.048;0.026	0.510;0.064;0.426	s|1e1.3o3|2e1.3o3|3e0|i	True	True	False	2	2	1	chr1	+	203765624-203770703;203765729-203770703;203765916-203765917	203765421-203765916;203765917-203767973;203767974-203771389;203767974-203771389	;;;	;;;	(203765917, 203767973)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/3_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ZC3H11A
ATP13A3	ENSG00000133657	ENSG00000133657:194176622-194176691:source	0.20982302387;-0.20982302387	0.553265478612;0.553265478612	0.288;0.712	0.603;0.397	t|1e1.1o2|1e2.1o1	False	False	True	2	3	1	chr3	-	194176691-194180200;194176691-194177823	194176622-194176691;194177823-194177903;194179761-194180270	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/26_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ATP13A3
MUTYH	ENSG00000132781	ENSG00000132781:45798512-45798631:source	8.89870408454e-05;0.234308162546;-0.26054425498	1.72112583797e-05;0.747561914246;0.846029082469	0.026;0.695;0.296	0.032;0.962;0.029	t|1e1.1o1|1e2.1o2|2e0|i	False	True	True	2	3	1	chr1	-	45798631-45798957;45798631-45798769;45798631-45798632	45798512-45798631;45798632-45798724;45798725-45798842;45798957-45798996	;;;	;;;	(45798632, 45798724)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/26_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MUTYH
CYC1	ENSG00000179091	ENSG00000179091:145151240-145151418:source	-0.213359016504;0.213359016504	0.738115354761;0.738115354761	0.973;0.027	0.765;0.235	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr8	+	145151397-145151487;145151418-145151419	145151240-145151418;145151419-145151486;145151487-145151647	;;	;;	(145151419, 145151486)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/51_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CYC1
VPS33B	ENSG00000184056	ENSG00000184056:91561035-91561115:target	4.08298095092e-06;0.247130788029;-0.250910838933	1.85560880235e-07;0.791793328894;0.811435631648	0.026;0.694;0.298	0.026;0.956;0.038	s|1e1.1o2|1e1.2o2|1e2.1o1	False	True	True	3	3	0	chr15	-	91560294-91561035;91560254-91561035;91557663-91561035	91557614-91557663;91560193-91560294;91560193-91560294;91561035-91561115	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/53_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#VPS33B
VPS33B	ENSG00000184056	ENSG00000184056:91557614-91557663:source	5.52936170205e-06;-0.260361852811;0.256103157151	1.99636616748e-07;0.838071486455;0.816303354018	0.026;0.309;0.683	0.026;0.040;0.953	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr15	-	91557663-91565384;91557663-91561035;91557663-91560193	91557614-91557663;91560193-91560294;91561035-91561115;91565384-91565833	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/53_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#VPS33B
RPRD1A	ENSG00000141425	ENSG00000141425:33647217-33647539:target	3.80532857242e-06;-0.0064783405399;0.370534198696;-0.267242075522	2.61746418022e-07;0.00249716316933;0.990471201237;0.878965293471	0.026;0.098;0.608;0.288	0.026;0.026;0.969;0.026	s|1e1.1o1|1e2.1o2|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr18	-	33643038-33647217;33620828-33647217;33613800-33647217;33611060-33647217	33610954-33611060;33613671-33613800;33620770-33620828;33642941-33643038;33647217-33647539	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/33_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RPRD1A
RPRD1A	ENSG00000141425	ENSG00000141425:33610954-33611060:source	-0.217871170212;0.217871170212	0.72032202427;0.72032202427	0.254;0.746	0.029;0.971	t|1e1.1o1|1e2.2o2	False	False	True	2	3	1	chr18	-	33611060-33647217;33611060-33613671	33610954-33611060;33613671-33613800;33647217-33647539	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/33_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RPRD1A
CCDC57	ENSG00000176155	ENSG00000176155:80059566-80059742:source	-0.217755842997;-0.000264999980266;1.93068484548e-06;0.257319676683;-0.000338977535574	0.747780894836;4.69579018972e-08;3.07604981615e-10;0.847854181866;4.46477645139e-06	0.275;0.036;0.025;0.627;0.059	0.051;0.025;0.025;0.891;0.051	t|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|2e0	True	True	True	5	5	1	chr17	-	80059742-80085568;80059742-80066644;80059742-80065278;80059742-80064146;80059742-80064051	80059566-80059742;80064051-80064463;80064051-80064463;80065278-80065497;80066644-80066830;80085568-80085784	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/49_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CCDC57
KBTBD2	ENSG00000170852	ENSG00000170852:32919128-32919554:source	5.72214579276e-06;5.72214579276e-06;5.72214579276e-06;0.259356636368;5.72214579276e-06;-0.273810682439	1.32633423848e-06;1.32633423848e-06;1.32633423848e-06;0.791423958151;1.32633423848e-06;0.858827883847	0.026;0.026;0.026;0.680;0.026;0.299	0.026;0.026;0.026;0.962;0.026;0.026	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	False	False	True	6	7	1	chr7	-	32919554-32933447;32919554-32932104;32919554-32931701;32919554-32931148;32919554-32930589;32919554-32927589	32919128-32919554;32927589-32927707;32930589-32930765;32931148-32931509;32931701-32931756;32932104-32932345;32933447-32933743	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/47_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#KBTBD2
RRP8	ENSG00000132275	ENSG00000132275:6624634-6624850:target	0.233594198671;-0.0403473555255;2.6347698353e-05;-0.00724669415136	0.734105245294;0.109427048135;9.07525451177e-07;0.00153199576767	0.033;0.873;0.025;0.095	0.283;0.701;0.027;0.027	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	False	True	True	4	4	1	chr11	-	6623494-6624634;6623445-6624634;6622285-6624634;6622005-6624634	6621899-6622005;6622156-6622285;6623082-6623494;6623082-6623494;6624634-6624850	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/26_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RRP8
ASPM	ENSG00000066279	ENSG00000066279:197094000-197094085:source	-0.213322093834;0.213322093834	0.737981733655;0.737981733655	0.973;0.027	0.762;0.238	t|1e1.1o1|i	False	False	False	1	2	1	chr1	-	197094085-197094176;197094085-197094086	197094000-197094085;197094086-197094175;197094176-197094321	;;	;;	(197094086, 197094175)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/4_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ASPM
ASPM	ENSG00000066279	ENSG00000066279:197094176-197094321:target	-0.216150078231;0.216150078231	0.745140555925;0.745140555925	0.954;0.046	0.722;0.278	s|1e1.1o1|i	False	False	False	1	2	1	chr1	-	197094085-197094176;197094175-197094176	197094000-197094085;197094086-197094175;197094176-197094321	;;	;;	(197094086, 197094175)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/4_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ASPM
STAT1	ENSG00000115415	ENSG00000115415:191875093-191875175:target	-0.491583849458;0.491583849458	0.996534368207;0.996534368207	0.720;0.280	0.240;0.760	s|1e1.1o1|i	False	False	False	1	2	1	chr2	-	191874730-191875093;191875092-191875093	191874602-191874730;191874731-191875092;191875093-191875175	;;	;;	(191874731, 191875092)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/18_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#STAT1
CORO1B	ENSG00000172725	ENSG00000172725:67209899-67210101:source	-0.43086117099;0.43086117099	0.938298524293;0.938298524293	0.601;0.399	0.161;0.839	t|1e1.1o1|i	False	False	False	1	2	1	chr11	-	67210101-67210875;67210101-67210102	67209899-67210101;67210102-67210874;67210875-67211152	;;	;;	(67210102, 67210874)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/48_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CORO1B
GUSB	ENSG00000169919	ENSG00000169919:65440839-65441189:source	1.5336337456e-05;-1.17587354422e-05;1.5336337456e-05;-0.372097535273;0.378031405346	1.39823861178e-07;1.40922854893e-07;1.39823861178e-07;0.977883185956;0.984412616851	0.025;0.026;0.025;0.924;0.055	0.026;0.026;0.026;0.559;0.424	t|1e1.1o1|1e2.1o1|1e3.2o4|1e3.3o4|1e3.4o4|2e0	True	True	True	5	4	1	chr7	-	65441189-65446961;65441189-65445211;65441189-65444389;65441189-65444386;65441189-65444373	65440839-65441189;65444373-65444528;65444373-65444528;65444373-65444528;65445211-65445398;65446961-65447301	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/47_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#GUSB
LARP1B	ENSG00000138709	ENSG00000138709:129028294-129028468:source	-0.429245343457;0.429245343457	0.926751897663;0.926751897663	0.689;0.311	0.248;0.752	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr4	+	129028468-129029038;129028468-129035725	129028294-129028468;129029038-129030056;129035725-129035897	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/30_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#LARP1B
MTMR12	ENSG00000150712	ENSG00000150712:32227100-32230453:source	-0.000580305598642;0.0002452234575;-0.164352552494;0.202601133433	0.000249705511878;9.88386157831e-06;0.476958297426;0.615756141306	0.060;0.028;0.863;0.069	0.040;0.039;0.588;0.341	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr5	-	32230453-32239107;32230453-32235068;32230453-32233879;32230453-32233067	32227100-32230453;32233067-32233126;32233879-32234040;32235068-32235235;32239107-32239279	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/37_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MTMR12
IRF3	ENSG00000126456	ENSG00000126456:50165205-50165586:target	1.16886375641e-05;1.16886375641e-05;0.000711970745872;-0.295569020222;1.16886375641e-05;0.253107102781	7.12082282006e-08;7.12082282006e-08;0.000195750917465;0.86261443508;7.12082282006e-08;0.776464837433	0.025;0.025;0.061;0.788;0.025;0.148	0.026;0.026;0.083;0.481;0.026;0.423	s|1e0|2e0|3e0|4e0|5e0|6e1.1o1|6e2.1o2|6e3.2o3|6e3.3o3|6e4.1o1|i	True	True	True	5	5	1	chr19	-	50164882-50165205;50164824-50165205;50164101-50165205;50164085-50165205;50163090-50165205;50165204-50165205	50162826-50163090;50163970-50164260;50163970-50164260;50164707-50164824;50164852-50164882;50164883-50165204;50165205-50165586	;;;;;;	;;;;;;	(50164883, 50165204)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/23_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#IRF3
PRMT1	ENSG00000126457	ENSG00000126457:50180506-50180615:source	0.294805154446;-0.295713593299;7.03138906595e-07	0.950496926447;0.950862576185;1.83560024088e-12	0.095;0.902;0.025	0.383;0.613;0.025	s|1e1.2o2|1e2.1o1|2e1.2o2	True	True	True	3	3	0	chr19	+	50180573-50183129;50180573-50183744;50180615-50183129	50180506-50180615;50183032-50183376;50183032-50183376;50183744-50183845	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/23_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#PRMT1
CCDC130	ENSG00000104957	ENSG00000104957:13869682-13869824:source	0.359368140507;5.22778443596e-05;-0.370058139062	0.926788712385;2.14955779939e-06;0.943671992741	0.501;0.025;0.493	0.867;0.028;0.120	s|1e1.2o4|1e1.4o4|i	False	True	False	2	2	1	chr19	+	13869824-13869914;13869824-13869931;13869824-13869825	13869682-13869824;13869825-13869889;13869890-13870441;13869890-13870441	;;;	;;;	(13869825, 13869889)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/12_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CCDC130
CCDC130	ENSG00000104957	ENSG00000104957:13873113-13873251:target	0.263577530102;-0.263577530102	0.785873017516;0.785873017516	0.620;0.380	0.921;0.079	t|1e1.3o5|1e2.1o1	False	False	True	2	3	0	chr19	+	13870086-13873113;13872382-13873113	13869890-13870441;13872205-13872382;13873113-13873251	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/12_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CCDC130
TESC	ENSG00000088992	ENSG00000088992:117484285-117484471:target	-0.200056037134;0.200056037134	0.636234256107;0.636234256107	0.935;0.065	0.714;0.286	s|1e0|2e1.1o1|2e2.1o1|3e0	True	False	True	2	3	0	chr12	-	117479799-117484364;117477015-117484364	117476728-117477015;117479752-117479799;117484285-117484471	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/8_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TESC
VPS8	ENSG00000156931	ENSG00000156931:184603745-184603944:source	0.287465472668;-0.287465472668	0.910204549161;0.910204549161	0.037;0.963	0.322;0.678	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	+	184603944-184611022;184603944-184612491	184603745-184603944;184611022-184611200;184612491-184612713	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/39_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#VPS8
LRIF1	ENSG00000121931	ENSG00000121931:111506243-111506701:target	-0.430981579737;0.430981579737	0.990799992594;0.990799992594	0.554;0.446	0.132;0.868	s|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr1	-	111495437-111506243;111492745-111506243	111492473-111492745;111493910-111495583;111506243-111506701	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/21_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#LRIF1
SGSM2	ENSG00000141258	ENSG00000141258:2275637-2275782:source	-0.251068163712;0.251068163712	0.836958824723;0.836958824723	0.972;0.028	0.726;0.274	s|1e1.2o2|i	False	False	False	1	2	1	chr17	+	2275782-2276247;2275782-2275783	2275637-2275782;2275783-2275874;2275875-2276375	;;	;;	(2275783, 2275874)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/33_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SGSM2
RNF126	ENSG00000070423	ENSG00000070423:651385-651917:target	0.294765885229;-0.294765885229	0.924710086605;0.924710086605	0.088;0.912	0.377;0.623	s|1e1.2o2|2e1.2o2|3e0|4e0	True	True	False	2	2	0	chr19	-	650296-651692;650296-651611	650234-650594;650234-650594;651385-651917	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/5_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RNF126
PDE4DIP	ENSG00000178104	ENSG00000178104:144909869-144909960:target	-0.224073702028;0.224073702028	0.661425476636;0.661425476636	0.940;0.060	0.658;0.342	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr1	-	144906537-144909869;144895290-144909869	144895089-144895290;144906421-144906537;144909869-144909960	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/50_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#PDE4DIP
MYL6	ENSG00000092841	ENSG00000092841:56556639-56557280:target	0.204597264289;9.55139451578e-06;-0.193970035743	0.6612803397;5.73713746831e-09;0.62286284907	0.108;0.025;0.881	0.334;0.026;0.659	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr12	+	56556115-56556639;56556423-56556639;56556638-56556639	56555565-56556115;56556347-56556423;56556424-56556638;56556639-56557280	;;;	;;;	(56556424, 56556638)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/9_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MYL6
CARHSP1	ENSG00000153048	ENSG00000153048:8952770-8953192:source	0.581458413814;-0.107603448848;1.06008476967e-06;-0.189022971387;1.06008476967e-06;1.06008476967e-06;-0.00351010537297;1.06008476967e-06;1.06008476967e-06;-0.0466539620889	0.999991296501;0.296062037818;7.3768894569e-10;0.606580711283;7.3768894569e-10;7.3768894569e-10;0.000131018900948;7.3768894569e-10;7.3768894569e-10;0.0894004121015	0.265;0.223;0.025;0.229;0.025;0.025;0.081;0.025;0.025;0.195	0.832;0.052;0.025;0.031;0.025;0.025;0.031;0.025;0.025;0.057	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o2|1e8.2o2|1e9.1o1	True	False	True	10	10	1	chr16	-	8953192-8962823;8953192-8962389;8953192-8962184;8953192-8961906;8953192-8961564;8953192-8961109;8953192-8960279;8953192-8955523;8953192-8955499;8953192-8953962	8952770-8953192;8953962-8954166;8955499-8955638;8955499-8955638;8960279-8960299;8961109-8961285;8961564-8961744;8961906-8962017;8962184-8962258;8962389-8962576;8962823-8962866	;;;;;;;;;;	;;;;;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/38_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CARHSP1
LRP8	ENSG00000157193	ENSG00000157193:53712225-53712728:source	0.356035692432;-0.356035692432	0.919942186045;0.919942186045	0.555;0.445	0.921;0.079	t|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr1	-	53712728-53716362;53712728-53715052	53712225-53712728;53715052-53715228;53716362-53716534	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/40_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#LRP8
SEC31B	ENSG00000075826	ENSG00000075826:102249009-102249155:target	7.16382481231e-06;-0.112317758527;-0.0110903748681;0.206219124807	5.05126768161e-10;0.020160426885;0.00727460745403;0.704001557945	0.026;0.138;0.221;0.616	0.027;0.025;0.146;0.834	s|1e1.2o2|2e1.1o2|2e1.2o2|i	True	True	False	3	2	1	chr10	-	102248731-102249054;102248734-102249009;102248731-102249009;102249008-102249009	102248615-102248734;102248615-102248734;102248615-102248734;102248735-102249008;102249009-102249155	;;;;	;;;;	(102248735, 102249008)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/6_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SEC31B
WRAP53	ENSG00000141499	ENSG00000141499:7591639-7591879:source	-0.280654669604;0.280654669604	0.867029855868;0.867029855868	0.933;0.067	0.644;0.356	s|1e1.1o1|i	False	False	False	1	2	1	chr17	+	7591879-7591966;7591879-7591880	7591639-7591879;7591880-7591965;7591966-7592397	;;	;;	(7591880, 7591965)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/33_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#WRAP53
CSNK1D	ENSG00000141551	ENSG00000141551:80200543-80202707:source	-0.0464119468123;-0.0946086457513;2.44835878212e-05;0.339556953936	0.130813346858;0.282151521753;2.53283618497e-07;0.977991877495	0.298;0.685;0.025;0.025	0.154;0.482;0.026;0.356	t|1e1.1o1|1e2.2o2|1e3.1o1|i	False	False	True	3	4	1	chr17	-	80202707-80206751;80202707-80203852;80202707-80202805;80202707-80202708	80200543-80202707;80202708-80202804;80202805-80202989;80203852-80203915;80206751-80207040	;;;;	;;;;	(80202708, 80202804)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/33_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CSNK1D
CSNK1D	ENSG00000141551	ENSG00000141551:80206751-80207040:source	-0.200649423663;0.200649423663	0.642431926447;0.642431926447	0.922;0.078	0.705;0.295	t|1e0|2e1.2o3|3e0|i	False	True	False	1	2	1	chr17	-	80206890-80207307;80207040-80207041	80206751-80207040;80207041-80207114;80207115-80207478	;;	;;	(80207041, 80207114)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/33_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CSNK1D
RRN3	ENSG00000085721	ENSG00000085721:15178499-15178562:target	0.369542334191;-0.419815551173;0.00131193716677	0.990219209896;0.989727005778;0.000335762243977	0.027;0.945;0.046	0.388;0.535;0.078	s|1e1.1o1|1e2.2o2|1e3.1o1	False	False	True	3	4	1	chr16	-	15178236-15178499;15177439-15178499;15173953-15178499	15173855-15173953;15177370-15177607;15178226-15178236;15178499-15178562	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/7_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RRN3
