#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_e_A E(PSI)	Th1_e_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
STAG3	ENSG00000066923	ENSG00000066923:99817737-99818296:target	-0.350586805534;0.350586805534	0.994930615229;0.994930615229	0.936;0.064	0.594;0.406	t|1e1.1o1|i	False	False	False	1	2	1	chr7	+	99817651-99817737;99817736-99817737	99816240-99817651;99817652-99817736;99817737-99818296	;;	;;	(99817652, 99817736)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/4_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#STAG3
STAG3	ENSG00000066923	ENSG00000066923:99816240-99817651:source	-0.211016828071;0.211016828071	0.680161279705;0.680161279705	0.940;0.060	0.727;0.273	s|1e1.1o1|i	False	False	False	1	2	1	chr7	+	99817651-99817737;99817651-99817652	99816240-99817651;99817652-99817736;99817737-99818296	;;	;;	(99817652, 99817736)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/4_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#STAG3
MAPKAPK5	ENSG00000089022	ENSG00000089022:112326689-112326810:source	-0.243561633478;0.243561633478	0.71298046053;0.71298046053	0.550;0.450	0.262;0.738	s|1e1.2o2|2e1.2o2	True	True	False	2	2	0	chr12	+	112326804-112327844;112326810-112327844	112326689-112326810;112327037-112327948;112327037-112327948	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/7_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MAPKAPK5
PML	ENSG00000140464	ENSG00000140464:74317198-74320783:source	4.23088384817e-05;-0.283138567766;0.265988985385;2.33098034857e-05;4.23088384817e-05	2.2169440461e-06;0.783720971614;0.737840407533;2.22133870412e-06;2.2169440461e-06	0.025;0.472;0.510;0.026;0.025	0.027;0.149;0.827;0.027;0.027	s|1e1.3o3|1e2.2o2|1e3.1o1|1e4.1o1|1e5.1o2|2e0	True	False	True	5	6	1	chr15	+	74317268-74317927;74317268-74324913;74317268-74325497;74317268-74326819;74317268-74328348	74317198-74320783;74324736-74325056;74325497-74325763;74326819-74326899;74328348-74328735	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/30_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PML
P2RX5-TAX1BP3	ENSG00000257950	ENSG00000257950:3594938-3595088:target	-0.267477547305;0.267477547305	0.90607428686;0.90607428686	0.891;0.109	0.629;0.371	s|1e1.1o1|i	False	False	False	1	2	1	chr17	-	3594321-3594938;3594937-3594938	3594250-3594321;3594322-3594937;3594938-3595088	;;	;;	(3594322, 3594937)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/60_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#P2RX5-TAX1BP3
PCK2	ENSG00000100889	ENSG00000100889:24571884-24572099:target	0.222291617684;-0.222291617684	0.703831843954;0.703831843954	0.516;0.484	0.777;0.223	t|1e0|2e1.1o1|2e2.1o4	False	True	True	2	3	1	chr14	+	24568929-24571962;24569422-24571962	24568767-24568929;24569204-24569771;24571884-24572099	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/10_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PCK2
CALHM2	ENSG00000138172	ENSG00000138172:105208871-105209856:target	-0.309528696673;0.309528696673	0.88295198318;0.88295198318	0.399;0.601	0.073;0.927	s|1e0|2e0|3e1.1o1|4e1.1o1|5e0	True	True	False	2	2	1	chr10	-	105207325-105209157;105207325-105209144	105206543-105207325;105206543-105207325;105208871-105209856	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/29_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#CALHM2
MMADHC	ENSG00000168288	ENSG00000168288:150443403-150444116:source	-0.30154962816;0.30154962816	0.959777589032;0.959777589032	0.975;0.025	0.680;0.320	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr2	-	150443663-150444178;150444116-150444117	150443403-150444116;150444117-150444177;150444178-150444330	;;	;;	(150444117, 150444177)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/42_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MMADHC
SLC7A6OS	ENSG00000103061	ENSG00000103061:68331938-68335308:source	0.224786408412;-0.224786408412	0.750007543537;0.750007543537	0.357;0.643	0.594;0.406	t|1e1.1o2|i	False	False	False	1	2	1	chr16	-	68335308-68336284;68335308-68335309	68331938-68335308;68335309-68335902;68335903-68336412	;;	;;	(68335309, 68335902)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/11_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SLC7A6OS
PAPOLA	ENSG00000090060	ENSG00000090060:96998848-96999033:target	-0.216488817547;0.216488817547	0.764226115231;0.764226115231	0.975;0.025	0.764;0.236	t|1e1.2o2|i	False	False	False	1	2	1	chr14	+	96998757-96998848;96998847-96998848	96998668-96998757;96998758-96998847;96998848-96999033	;;	;;	(96998758, 96998847)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/8_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PAPOLA
DPH7	ENSG00000148399	ENSG00000148399:140459537-140459945:target	-0.205800790642;5.4713290271e-05;0.204469049517	0.623790805346;6.4692771297e-06;0.613128619591	0.971;0.027;0.026	0.732;0.030;0.253	s|1e0|2e1.2o2|2e2.1o1|i	True	False	True	2	3	1	chr9	-	140459410-140459537;140459058-140459537;140459536-140459537	140458886-140459058;140459345-140459451;140459452-140459536;140459537-140459945	;;;	;;;	(140459452, 140459536)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/34_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#DPH7
RECQL4	ENSG00000160957	ENSG00000160957:145738025-145738155:source	-0.427382337801;0.427382337801	0.991324786844;0.991324786844	0.920;0.080	0.502;0.498	t|1e0|2e1.1o1|3e0|i	False	True	False	1	2	1	chr8	-	145738154-145738230;145738155-145738156	145738025-145738155;145738156-145738229;145738230-145738521	;;	;;	(145738156, 145738229)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/38_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RECQL4
SLC25A12	ENSG00000115840	ENSG00000115840:172690921-172691375:target	-7.381026659e-06;-0.202233981073;-0.000673070806363;0.294495345136	1.55276505211e-07;0.632657616421;3.16753167586e-05;0.916932842662	0.026;0.912;0.048;0.039	0.026;0.655;0.026;0.333	s|1e1.2o2|2e1.2o2|3e1.2o2|i	True	True	False	3	2	1	chr2	-	172690566-172691349;172690566-172691237;172690566-172690921;172690920-172690921	172690473-172690845;172690473-172690845;172690473-172690845;172690846-172690920;172690921-172691375	;;;;	;;;;	(172690846, 172690920)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/18_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SLC25A12
CEP295	ENSG00000166004	ENSG00000166004:93463036-93463135:source	-0.212843438597;0.212843438597	0.654895258009;0.654895258009	0.903;0.097	0.631;0.369	s|1e1.1o1|i	False	False	False	1	2	1	chr11	+	93463135-93463215;93463135-93463136	93463036-93463135;93463136-93463214;93463215-93463314	;;	;;	(93463136, 93463214)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/41_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#CEP295
OS9	ENSG00000135506	ENSG00000135506:58114189-58114301:target	-0.250453686736;0.250453686736	0.822497802941;0.822497802941	0.566;0.434	0.311;0.689	t|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr12	+	58112965-58114189;58114046-58114189	58112776-58112965;58113882-58114046;58114189-58114301	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/27_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#OS9
INO80E	ENSG00000169592	ENSG00000169592:30012533-30012896:source	0.000532555410802;-0.00685152665169;5.51721053218e-06;-0.0650200692796;-0.0905590186564;0.000214249593972;0.320810897048	0.000162178944843;6.05844925084e-05;4.89108683205e-09;0.00567900406969;0.276357692322;1.06109578714e-06;0.910348567024	0.101;0.094;0.025;0.117;0.344;0.025;0.332	0.115;0.035;0.025;0.025;0.162;0.034;0.657	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.2o2|1e5.2o2|1e6.1o1|2e0|i	True	False	True	6	7	1	chr16	+	30012851-30013757;30012851-30014757;30012851-30014971;30012851-30015889;30012851-30016542;30012851-30016689;30012896-30012897	30012533-30012896;30012897-30013756;30013757-30014334;30014757-30014847;30014971-30015035;30015876-30015978;30016071-30016644;30016689-30017114	;;;;;;;	;;;;;;;	(30012897, 30013756)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/44_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#INO80E
INO80E	ENSG00000169592	ENSG00000169592:30012250-30012361:source	-0.127910136868;0.228245774514;1.00631305806e-07;-0.0209769012244	0.239505837911;0.819107811026;4.07751858259e-16;8.27615124001e-06	0.197;0.721;0.025;0.081	0.052;0.944;0.025;0.025	s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.2o2	False	True	True	4	3	0	chr16	+	30012361-30012533;30012361-30012735;30012361-30012786;30012361-30016542	30012250-30012361;30012533-30012896;30012533-30012896;30012533-30012896;30016071-30016644	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/44_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#INO80E
RBM17	ENSG00000134453	ENSG00000134453:6155326-6155544:target	-0.0806999046644;-0.0871740597162;0.293579013798	0.240592267854;0.00753231029418;0.904247165758	0.644;0.127;0.229	0.471;0.025;0.523	t|1e0|2e1.2o4|2e2.1o1|i	False	True	True	2	3	1	chr10	+	6154324-6155471;6155031-6155471;6155325-6155326	6154173-6154424;6154553-6155031;6155032-6155325;6155326-6155544	;;;	;;;	(6155032, 6155325)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/25_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RBM17
TLK1	ENSG00000198586	ENSG00000198586:171863310-171863399:source	-0.226442115662;0.226442115662	0.747049868617;0.747049868617	0.974;0.026	0.751;0.249	t|1e1.1o1|i	False	False	False	1	2	1	chr2	-	171863399-171863482;171863399-171863400	171863310-171863399;171863400-171863481;171863482-171863573	;;	;;	(171863400, 171863481)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/54_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TLK1
BTN2A1	ENSG00000112763	ENSG00000112763:26459709-26460056:source	-0.377509188831;0.377509188831	0.884855013772;0.884855013772	0.514;0.486	0.111;0.889	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr6	+	26460056-26463025;26460056-26463472	26459709-26460056;26463025-26463125;26463472-26463753	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/16_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#BTN2A1
TCAF1	ENSG00000198420	ENSG00000198420:143573082-143573715:source	8.13526420661e-07;-0.374448986856;0.280056362217;8.13526420661e-07;8.13526420661e-07;0.000744396225514	3.77606558809e-07;0.932798903846;0.746210502527;3.77606558809e-07;3.77606558809e-07;6.24731714005e-05	0.026;0.475;0.505;0.026;0.026;0.026	0.026;0.095;0.840;0.026;0.026;0.051	t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|1e3.1o1|1e4.1o1	True	False	True	6	5	1	chr7	-	143573715-143599167;143573715-143599120;143573715-143599054;143573715-143582303;143573715-143579829;143573715-143579016	143573082-143573715;143579016-143579192;143579829-143579998;143582303-143582463;143599054-143599291;143599054-143599291;143599054-143599291	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/53_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TCAF1
HMGN1	ENSG00000205581	ENSG00000205581:40720348-40720377:source	-0.318943908799;0.318943908799	0.936466429811;0.936466429811	0.905;0.095	0.591;0.409	t|1e1.1o1|i	False	False	False	1	2	1	chr21	-	40720377-40720471;40720377-40720378	40720348-40720377;40720378-40720470;40720471-40720788	;;	;;	(40720378, 40720470)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/55_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#HMGN1
UBXN11	ENSG00000158062	ENSG00000158062:26611485-26612032:target	-0.288754293583;4.68186330643e-06;0.293570744852	0.95415691822;1.4844035719e-08;0.957820919503	0.307;0.026;0.686	0.026;0.026;0.973	s|1e1.1o2|1e1.2o2|2e0|3e0|4e0|i	True	True	False	2	2	1	chr1	-	26610973-26611955;26610952-26611955;26611484-26611485	26610853-26610973;26610853-26610973;26610974-26611484;26611485-26612032	;;;	;;;	(26610974, 26611484)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/37_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#UBXN11
UBXN11	ENSG00000158062	ENSG00000158062:26609140-26609280:source	-0.212800865151;0.212800865151	0.632798785601;0.632798785601	0.975;0.025	0.742;0.258	t|1e1.1o1|i	False	False	False	1	2	1	chr1	-	26609280-26609355;26609280-26609281	26609140-26609280;26609281-26609354;26609355-26609428	;;	;;	(26609281, 26609354)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/37_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#UBXN11
UBXN11	ENSG00000158062	ENSG00000158062:26609355-26609428:target	-0.296951127008;0.296951127008	0.886109629942;0.886109629942	0.975;0.025	0.682;0.318	s|1e1.1o1|i	False	False	False	1	2	1	chr1	-	26609280-26609355;26609354-26609355	26609140-26609280;26609281-26609354;26609355-26609428	;;	;;	(26609281, 26609354)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/37_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#UBXN11
UBXN11	ENSG00000158062	ENSG00000158062:26610853-26610973:source	-0.304545663336;0.000124815166493;0.282470712032	0.93621648075;2.04752112636e-05;0.860352020855	0.339;0.026;0.654	0.032;0.032;0.956	t|1e1.1o4|2e1.1o4|i	True	True	False	2	2	1	chr1	-	26610973-26611955;26610952-26611955;26610973-26610974	26610853-26610973;26610974-26611484;26611485-26612032;26611485-26612032	;;;	;;;	(26610974, 26611484)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/37_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#UBXN11
BTN3A2	ENSG00000186470	ENSG00000186470:26373615-26373834:target	0.275512714869;-0.275512714869	0.887845289653;0.887845289653	0.633;0.367	0.908;0.092	t|1e1.1o1|i	False	False	False	1	2	1	chr6	+	26373524-26373615;26373614-26373615	26373504-26373524;26373525-26373614;26373615-26373834	;;	;;	(26373525, 26373614)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/51_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#BTN3A2
HLA-H	ENSG00000206341	ENSG00000206341:29911753-29911763:target	-0.240953630583;0.240953630583	0.750619031896;0.750619031896	0.337;0.663	0.062;0.938	t|1e1.5o8|i	False	False	False	1	2	1	chr6	+	29856958-29911753;29911752-29911753	29856244-29857081;29911229-29911752;29911753-29911763	;;	;;	(29911229, 29911752)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/56_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#HLA-H
SLC38A2	ENSG00000134294	ENSG00000134294:46761050-46761193:source	-0.000336703166559;-0.183031224687;0.203102226479	8.2383954829e-09;0.602861882476;0.681014582831	0.040;0.798;0.160	0.031;0.594;0.374	t|1e0|2e1.2o2|2e2.1o1|i	False	True	True	2	3	1	chr12	-	46761123-46764559;46761123-46764295;46761193-46761194	46761050-46761193;46761194-46764294;46764295-46764410;46764559-46764640	;;;	;;;	(46761194, 46764294)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/25_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SLC38A2
C17orf80	ENSG00000141219	ENSG00000141219:71239035-71239142:target	-0.244649363713;0.244649363713	0.77266782732;0.77266782732	0.305;0.695	0.035;0.965	t|1e1.3o3|1e2.1o1	False	False	True	2	3	0	chr17	+	71233134-71239035;71238490-71239035	71231615-71233134;71238383-71238490;71239035-71239142	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/31_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#C17orf80
TMEM14B	ENSG00000137210	ENSG00000137210:10749855-10749931:source	-0.355552384703;0.319767945737;0.00137950529919	0.899172413218;0.868819733269;0.000875743385487	0.791;0.133;0.076	0.423;0.469;0.108	s|1e1.1o2|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr6	+	10749931-10751366;10749931-10755375;10749931-10770310	10749855-10749931;10751366-10751467;10755375-10756043;10770310-10770437	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/28_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TMEM14B
SPPL2B	ENSG00000005206	ENSG00000005206:2338751-2338840:target	0.345305580481;3.10610592178e-05;3.10610592178e-05;-0.360007895676	0.900698848921;4.19639329128e-07;4.19639329128e-07;0.923537965904	0.394;0.025;0.025;0.600	0.752;0.027;0.027;0.233	t|1e1.2o4|1e1.3o4|2e0|3e1.2o4|i	True	True	False	3	2	1	chr19	+	2337624-2338751;2337634-2338751;2337624-2338813;2338750-2338751	2337442-2337934;2337442-2337934;2337442-2337934;2338526-2338750;2338751-2338840	;;;;	;;;;	(2338526, 2338750)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/0_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SPPL2B
SERPINB6	ENSG00000124570	ENSG00000124570:2959402-2961561:source	0.0501813457855;0.000503970902001;0.203753453788;-0.448386764331;-0.000611760938154;1.22271308988e-05	0.143763152399;1.53879630057e-05;0.645229692523;0.997403342041;7.00022672253e-06;5.55407752467e-08	0.311;0.025;0.060;0.572;0.052;0.025	0.492;0.044;0.293;0.135;0.039;0.026	t|1e0|2e1.1o2|2e1.2o2|2e2.1o1|2e3.1o1|2e4.1o1|2e5.1o1	True	True	True	6	6	1	chr6	-	2959576-2971767;2959576-2971725;2959576-2971482;2959576-2971351;2959576-2969013;2959576-2962128	2959402-2961561;2962128-2962342;2969013-2969023;2971351-2971440;2971482-2971539;2971725-2972090;2971725-2972090	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/21_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SERPINB6
SMC2	ENSG00000136824	ENSG00000136824:106856541-106856767:source	-0.0110140080442;4.93010566753e-06;4.93010566753e-06;0.270370644866;-0.106467482176	0.0105852617163;2.15061263898e-08;2.15061263898e-08;0.765303967552;0.324575745716	0.156;0.025;0.025;0.429;0.408	0.061;0.025;0.025;0.741;0.189	s|1e1.2o2|1e2.1o1|2e1.1o2|2e1.2o2|3e1.2o2	True	True	True	5	3	1	chr9	+	106856729-106857605;106856729-106860727;106856758-106857580;106856758-106857605;106856767-106857605	106856541-106856767;106857580-106857833;106857580-106857833;106857580-106857833;106857580-106857833;106860727-106860849	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/28_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SMC2
SMC2	ENSG00000136824	ENSG00000136824:106857580-106857833:target	1.73335861593e-06;1.73335861593e-06;-0.00689872110502;0.229526253075;-0.0727277307248;-6.98031863956e-05;1.73335861593e-06;-0.000627443706759	9.37036816754e-10;9.37036816754e-10;0.00208696830256;0.686289458864;0.213239630453;1.23948490796e-08;9.37036816754e-10;0.000638060182237	0.025;0.025;0.122;0.342;0.332;0.028;0.025;0.179	0.025;0.025;0.050;0.621;0.153;0.025;0.025;0.167	t|1e1.2o3|1e2.3o3|2e1.1o3|2e1.2o3|2e1.3o3|2e2.1o3|2e2.2o3|2e2.3o3	True	True	True	8	3	1	chr9	+	106856758-106857580;106857119-106857580;106856729-106857605;106856758-106857605;106856767-106857605;106856965-106857605;106857086-106857605;106857119-106857605	106856541-106856767;106856541-106856767;106856541-106856767;106856541-106856767;106856831-106857119;106856831-106857119;106856831-106857119;106856831-106857119;106857580-106857833	;;;;;;;;	;;;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/28_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SMC2
KAT5	ENSG00000172977	ENSG00000172977:65481064-65481138:target	0.3567165164;-0.409067153896;0.0037758965841	0.962671129622;0.999627421461;0.000863628237481	0.549;0.425;0.031	0.902;0.026;0.089	t|1e1.2o3|1e2.1o1|i	False	False	True	2	3	1	chr11	+	65480529-65481064;65480974-65481064;65481063-65481064	65480393-65480790;65480792-65480974;65480975-65481063;65481064-65481138	;;;	;;;	(65480975, 65481063)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/45_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#KAT5
RP4-583P15.15	ENSG00000273154	ENSG00000273154:62368886-62369000:target	0.231667306624;-0.231667306624	0.790576502386;0.790576502386	0.714;0.286	0.967;0.033	t|1e1.1o1|i	False	False	False	1	2	1	chr20	+	62368064-62368886;62368885-62368886	62367133-62368064;62368065-62368885;62368886-62369000	;;	;;	(62368065, 62368885)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/62_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RP4-583P15.15
ZNF638	ENSG00000075292	ENSG00000075292:71622849-71623321:target	-0.202184955828;-0.000676894221035;0.271660243529	0.647262223562;5.74378926566e-05;0.901578368233	0.944;0.049;0.027	0.701;0.025;0.293	t|1e0|2e1.1o2|2e2.1o1|i	False	True	True	2	3	1	chr2	+	71607695-71623271;71608033-71623271;71622848-71622849	71607643-71607850;71607968-71608033;71622797-71622848;71622849-71623321	;;;	;;;	(71622797, 71622848)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/5_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ZNF638
PPT2-EGFL8	ENSG00000258388	ENSG00000258388:32135127-32135206:source	-0.340920978124;0.340920978124	0.912621251671;0.912621251671	0.399;0.601	0.045;0.955	s|1e1.1o1|i	False	False	False	1	2	1	chr6	+	32135206-32135280;32135206-32135207	32135127-32135206;32135207-32135279;32135280-32135433	;;	;;	(32135207, 32135279)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/60_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PPT2-EGFL8
MGME1	ENSG00000125871	ENSG00000125871:17968809-17968941:target	0.343211652114;-0.0013393084306;-0.274260699237	0.948083928258;0.000111371580784;0.784073627124	0.063;0.069;0.866	0.404;0.041;0.558	t|1e1.1o2|1e1.2o2|1e2.1o1	True	False	True	3	3	1	chr20	+	17950773-17968809;17951013-17968809;17956546-17968809	17950444-17951013;17950444-17951013;17956327-17956546;17968809-17968941	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/21_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MGME1
MGME1	ENSG00000125871	ENSG00000125871:17950444-17951013:source	-0.000885650746317;0.28569873399;-0.000105486875867;-0.0316570332164;-0.0008075819586;-0.00461989293735	1.19773369931e-05;0.897373528474;9.16482301455e-08;0.0858713136774;1.03481569121e-05;0.000548399778721	0.056;0.049;0.030;0.729;0.053;0.090	0.034;0.334;0.025;0.577;0.034;0.034	s|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1|2e2.1o1|2e3.1o1	True	True	True	6	4	1	chr20	+	17950773-17956327;17950773-17968809;17950773-17970582;17951013-17956327;17951013-17968809;17951013-17970582	17950444-17951013;17956327-17956546;17956327-17956546;17968809-17968941;17968809-17968941;17970582-17971765;17970582-17971765	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/21_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MGME1
